appID,name,release_date,developers,publishers,genres,tags,positive,negative,total_reviews,rating_ratio,estimated_owners,owners_mid,price,metacritic_score,user_score,tier,label_rating,release_year,label_sales
1363900,Farworld Pioneers,2023-05-30,['Igloosoft'],['tinyBuild'],['Action' 'Adventure' 'Indie' 'Simulation'],[],260,404,664,0.3915662650602409,50000 - 100000,75000.0,3.74,0,0,indie,0,2023,0
1504570,Cultivation Tales,2024-04-17,['Ac Games'],['Ac Games'],['Action' 'Adventure' 'Indie' 'RPG' 'Strategy'],[],5126,8513,13639,0.3758340054256177,500000 - 1000000,750000.0,5.99,0,0,AA,0,2024,1
2094600,Nowhere: Mysterious Artifacts,2023-08-17,['EFNSOFT'],['EFNSOFT'],['Action' 'Adventure' 'Indie' 'Simulation' 'Free To Play' 'Early Access'],[],123,209,332,0.3704819277108434,20000 - 50000,35000.0,0.0,0,0,indie,0,2023,
1329880,Wild West Dynasty,2024-08-22,['Moon Punch Studio'],['Toplitz Productions'],['Adventure' 'RPG' 'Simulation'],[],731,1252,1983,0.3686333837619768,50000 - 100000,75000.0,8.09,0,0,indie,0,2024,0
1154790,XIII,2020-11-10,['PlayMagic'],['Microids'],['Action'],[],529,909,1438,0.3678720445062587,200000 - 500000,350000.0,1.99,0,0,AA,0,2020,1
1249970,Test Drive Unlimited Solar Crown,2024-09-12,['KT Racing'],['Nacon'],['Massively Multiplayer' 'Racing' 'Simulation'],[],3221,5689,8910,0.3615039281705948,100000 - 200000,150000.0,19.99,0,0,indie,0,2024,1
1343520,Survival: Lost Way,2023-05-22,['SimplePlan'],['SimplePlan Studio'],['Action' 'Adventure' 'Indie' 'Massively Multiplayer' 'Simulation'],[],92,166,258,0.3565891472868217,20000 - 50000,35000.0,0.76,0,0,indie,0,2023,0
1220840,Retirement Simulator,2022-04-19,['DoubleThink Studio'],['DoubleThink Studio'],['Casual' 'Indie' 'RPG' 'Simulation' 'Strategy' 'Early Access'],[],1414,2569,3983,0.3550087873462214,100000 - 200000,150000.0,13.99,0,0,indie,0,2022,1
2506820,Demonsomnia,2024-08-13,['Woziva'],['Woziva'],['Action' 'Early Access'],[],110,215,325,0.3384615384615385,50000 - 100000,75000.0,13.99,0,0,indie,0,2024,0
1454970,New Tales from the Borderlands,2022-10-20,['Gearbox Software'],['2K'],['Adventure'],[],565,1128,1693,0.3337271116361488,100000 - 200000,150000.0,19.99,0,0,indie,0,2022,1
2625510,Don't Shout Together,2024-06-14,['SinisterGames'],['SinisterGames'],['Action' 'Indie' 'Simulation'],[],150,302,452,0.331858407079646,20000 - 50000,35000.0,3.74,0,0,indie,0,2024,0
3062930,Unplagued,2024-10-10,['Euphoric Brothers'],['Euphoric Brothers'],['Action' 'Adventure' 'Casual' 'Indie' 'Simulation'],[],1564,3233,4797,0.3260371065249114,200000 - 500000,350000.0,2.39,0,0,AA,0,2024,1
2652000,The Jackbox Naughty Pack,2024-09-11,"['Jackbox Games, Inc.']","['Jackbox Games, Inc.']",['Casual'],[],118,253,371,0.3180592991913746,20000 - 50000,35000.0,9.99,0,0,indie,0,2024,0
2084450,DIRECT CONTACT,2024-02-29,['Mountain 81'],['Mountain 81'],['Action' 'Simulation' 'Early Access'],[],150,324,474,0.3164556962025316,20000 - 50000,35000.0,3.74,0,0,indie,0,2024,0
2336220,Feed the Cups,2024-02-20,['Vambear Games'],['IndieArk'],['Casual' 'Indie' 'Simulation' 'Early Access'],[],3922,9286,13208,0.2969412477286493,500000 - 1000000,750000.0,14.39,0,0,AA,0,2024,1
954850,Kerbal Space Program 2,2023-02-24,['Intercept Games'],['Private Division'],['Indie' 'Simulation' 'Early Access'],[],8683,20701,29384,0.2955009528995371,500000 - 1000000,750000.0,49.99,0,0,AA,0,2023,1
1832640,Mirror 2: Project X,2022-01-20,['KAGAMI Ⅱ WORKs'],['NIJICO'],['Adventure' 'Indie' 'RPG' 'Early Access'],[],28726,87986,116712,0.2461272191377065,2000000 - 5000000,3500000.0,0.79,0,0,AAA,0,2022,1
2128940,THE 4 SINS,2024-06-02,['奇门互娱'],['Gamirror Games' '奇门互娱'],['Adventure' 'Indie' 'RPG' 'Strategy'],[],959,2983,3942,0.2432775240994419,500000 - 1000000,750000.0,6.99,0,0,AA,0,2024,1
1799220,Malice,2022-11-02,['Nimbus Games'],['Nimbus Games'],['Action' 'Adventure' 'Indie' 'Simulation'],[],230,735,965,0.238341968911917,50000 - 100000,75000.0,2.39,0,0,indie,0,2022,0
1962660,Call of Duty®: Modern Warfare® II,2022-10-22,"['Infinity Ward' 'Raven Software' 'Beenox' 'Treyarch' 'High Moon Studios'
 'Sledgehammer Games' 'Demonware' 'Toys for Bob']",['Activision'],['Action'],[],1822,5944,7766,0.234612413082668,0 - 20000,10000.0,27.99,0,0,indie,0,2022,0
1308950,Bhop PRO,2020-07-05,['HorseGames'],['HorseGames'],['Action' 'Adventure' 'Indie' 'Massively Multiplayer' 'Sports'],[],44,197,241,0.1825726141078838,0 - 20000,10000.0,2.49,0,0,indie,0,2020,0
1563130,SuperPower 3,2022-10-07,['GolemLabs'],['THQ Nordic'],['Simulation' 'Strategy'],[],122,1067,1189,0.1026072329688814,50000 - 100000,75000.0,7.49,0,0,indie,0,2022,0
315210,Suicide Squad: Kill the Justice League,2024-02-02 00:00:00,['Rocksteady Studios'],['Warner Bros. Games'],['Action'],[],9370,5371,14741,0.6356420866969676,500000 - 1000000,750000.0,3.49,0,0,AA,0,2024,1
1167750,The Lamplighters League,2023-10-03 00:00:00,['Harebrained Schemes'],['Paradox Interactive'],['Adventure' 'RPG' 'Strategy'],[],666,274,940,0.7085106382978723,100000 - 200000,150000.0,24.99,0,0,indie,0,2023,1
1844380,Warhammer Age of Sigmar: Realms of Ruin,2023-11-17 00:00:00,['Frontier Developments'],['Frontier Developments'],['Action' 'Strategy'],[],1481,1320,2801,0.5287397358086398,50000 - 100000,75000.0,5.99,0,0,indie,0,2023,0
1843310,Funko Fusion,2024-09-13 00:00:00,['1010 Games'],['1010 Games'],['Action' 'Adventure' 'Casual'],[],432,207,639,0.676056338028169,20000 - 50000,35000.0,6.99,0,0,indie,0,2024,0
